,body,created,deadline,id,isPublic,isSignable,issues,petition_type,reachedPublic,signatureCount,signatureThreshold,signaturesNeeded,status,title,type,url
48,"There is ample evidence that Russian individuals, organizations or government bodies tried to influence the 2016 Presidential elections. To the extent that is true, our nationxs form of democracy is threatened. 
We call on Congressional leaders to convene a Joint Select Committee to investigate any activities by the Russian government, people directed by the Russian government, or acting even indirectly on behalf of the Russian government, meant to influence the outcome of the 2016 U.S. Presidential election. In addition, that investigation should include involvement or communition with the Russian effort by any presidential campaign or candidate.
Committee hearings should be open to the public and called within 30 days.",1487114125,1489702525,2503266,True,True,"Foreign Policy, Homeland Security & Defense",Call on Congress to act on an issue,1487567995,300,100000,99700,open,We call for a  Joint Select Committee to investigate Russian attempts to influence the 2016 U.S. election.,petition,https://petitions.whitehouse.gov/petition/we-call-joint-select-committee-investigate-russian-attempts-influence-2016-us-election
49,"The 1986 Hughes amendment (as part of the Firearm Owners Protection Act) is an unconstitutional ban that limits law abiding citizens from owning fully automatic weapons that were manufactured past May 19, 1986. Select fire weapons are already very heavily regulated under the 1934 National Firearms Act which requires you to register your gun and submit a tax stamp. Since 1934 there have only been 2 known homicides committed with a legally owned fully automatic firearm and one of them was caused by a police officer. This law does nothing to prevent crime and it raises the price of legal automatic weapons to a ludicrous price due to supply and demand. Repealing the unconstitutional Hughes amendment will restore our second amendment rights that have been under attack for a very long time.",1487557774,1490146174,2507491,True,True,"Government & Regulatory Reform, Gun Violence",Call on Congress to act on an issue,1487560948,2510,100000,97490,open,Repeal the 1986 Hughs ammendment of the Firearm Owners Protection Act.,petition,https://petitions.whitehouse.gov/petition/repeal-1986-hughs-ammendment-firearm-owners-protection-act
50,"The 1986 Hughes Amendment (as part of the Firearm Owners Protection Act) is an unconstitutional ban that limits law abiding citizens from owning fully automatic weapons that were manufactured past May 19, 1986. Since 1934 there have only been 2 known homicides committed with a legally owned fully automatic firearms This law does nothing to prevent crime and it raises the price of legal automatic weapons to a ludicrous price due to supply and demand. Repealing the unconstitutional Hughes Amendment will help restore our God-given right to keep and bear arms.",1487550440,1490138840,2507411,True,True,Government & Regulatory Reform,Call on Congress to act on an issue,1487556729,8560,100000,91440,open,Repeal the 1986 Full Auto Ban 18 USC § 922(o),petition,https://petitions.whitehouse.gov/petition/repeal-1986-full-auto-ban-18-usc-ss-922o
51,"Mr. Trump,

You have said infrastructure and jobs will be a keystone of your administration. When you spoke with Silicon Valley leaders you praised their innovation and said ""anything we can do to help this go along, wexre going to be there for you."" In talks with Japanese Prime Minster Abe, he cited high speed rail as technology that could create prosperity and thousands of US jobs.

Shovel-ready transportation projects would put Americans to work in good manufacturing and infrastructure jobs. xCaltrain Electrification would support over 9,600 Americans, not only in California, but in states including Utah, Virginia, and Pennsylvania. 

http://www.caltrain.com/projectsplans/CaltrainModernization.html

Direct the FTA to approve the $647 million in funding for Caltrain electrification",1487459659,1490048059,2506736,True,True,"Economy & Jobs, Transportation & Infrastructure",Change an existing Administration policy,1487528678,11349,100000,88651,open,"Support 9,600 American jobs: Tell the FTA to approve funding for Caltrain electrification.",petition,https://petitions.whitehouse.gov/petition/support-9600-american-jobs-tell-fta-approve-funding-caltrain-electrification
52,"This is important because Millions of Driving Licence holders are being dangerously directed by misleading and incomplete road signage and prosecuted and convicted illegally and unlawfully by the Police and Courts. This petition is required to get action with public support because all complaints so far have failed or been obstructed or completely denied or disregarded. The Traffic enforcement devices have not been installed or used lawfully to the required regulations. I have extensive investigations, research and historic media records that fully support my evidence which is compiled on my website www.bentcop.biz and www.bentcop.boards.net and i believe these findings reflect a global picture of what has been a serious issue covered up by the legal sector and police authorities.",1486814542,1489402942,2500196,True,True,"Criminal Justice Reform, Government & Regulatory Reform, Transportation & Infrastructure",Call on Congress to act on an issue,1487524332,348,100000,99652,open,Road Traffic enforcement has been carried out unlawfully. this needs to be corrected and the public informed.,petition,https://petitions.whitehouse.gov/petition/road-traffic-enforcement-has-been-carried-out-unlawfully-needs-be-corrected-and-public-informed
53,States all over our nation are making absurd gun laws that affect only law abiding citizens and not the criminals. So I propose that our president Donald Trump sign an executive order to remove all state gun control laws and replace it with universal gun laws. Our Federal government  should make these laws so that all states are on the same page. Keep laws that keep guns out of the hands of criminals such as background checks but remove laws that go after guns just because they look a certain way or because of ammo capacity.  The right to bare arms is given to us by God almighty himself and adopted by our Constitution. God bless America.,1486042569,1488634569,2488521,True,True,"Criminal Justice Reform, Gun Violence",Propose a new Administration policy,1487517048,305,100000,99695,open,2nd Amendment  Rights Restored To All Law Abiding Citizens,petition,https://petitions.whitehouse.gov/petition/2nd-amendment-rights-restored-all-law-abiding-citizens
54,"The state of the North Carolina economic growth development from the Shrimping Industry after the Commission with the fisheries vote will have a major trickle down affect on the North Carolina unemployment statistics and the overall economic environment in our state. This will not only affect  the Commercial Shrimper it will affect the processors, fish houses, breaders, trucking, banking, restaurants, and the list goes on. They are essentially closing a billion dollar industry in our state. This petition is to keep our economy moving in North Carolina. This industry puts NEW money in the economy every year!! Stand up with the Committee members when  the majority voted against this regulation.  STOP these 5 Committee Members from changing the entire workforce. Too much power for a few men.",1487296978,1489885378,2505231,True,True,"Economy & Jobs, Rural Policy",Call on Congress to act on an issue,1487504689,1079,100000,98921,open,North Carolina Commercial Shrimping Industry Crisis - Economy &amp; Employment,petition,https://petitions.whitehouse.gov/petition/north-carolina-commercial-shrimping-industry-crisis-economy-employment
55,"This petition is important to the people it effects because it would give them an identity, a form of legal recognition, if you will. It would not only benefit me but literally tens of thousands of people if the United States government recognized us a real, legitimate, and active thing. We have united through the internet and discovered our true selves, true...
K e k a s t a n i e s. Shaliday, and I get top Kek.",1486087258,1488679258,2489751,True,True,"Civil Rights & Equality, Foreign Policy, Immigration",Propose a new Administration policy,1487499926,562,100000,99438,open,"Recognize ""Kekistanians"" Or ""Keks"" As An Official Ethnic Group",petition,https://petitions.whitehouse.gov/petition/recognize-kekistanians-or-keks-official-ethnic-group
56,"If the Trump Administration has connections to Russia, as suggested by the recent resignation by General Flynn, then the people of the United States need to know, and Congress needs to take steps to deal with same.",1487094140,1489682540,2503036,True,True,"Foreign Policy, Government & Regulatory Reform, Homeland Security & Defense",Call on Congress to act on an issue,1487495671,264,100000,99736,open,INVESTIGATE THE TRUMP ADMINISTRATION'S RUSSIA CONNECTIONS,petition,https://petitions.whitehouse.gov/petition/investigate-trump-administrations-russia-connections
57,"By citing the ICA, FBI/CIA/NSA findings that Russia directly, and without precedent, interfered in the 2016 U.S. election and has ties to the current white house administration we, the undersigned American people, demand Donald J. Trump be removed from office. The election results should have been nullified upon the investigations conclusion but when Donald Trump, with video evidence, encouraged Russia to interfere in the 2016 election and had top officials communicating with Russian intelligence officials he engaged in treason, a crime against our country and its people, and that alone is a crime requiring his removal from office of President via the impeachment process.",1487261348,1489849748,2504756,True,True,"Foreign Policy, Homeland Security & Defense",Call on Congress to act on an issue,1487493017,563,100000,99437,open,We the people want a open and independent investigation into the Russia scandal up to and including impeachment.,petition,https://petitions.whitehouse.gov/petition/we-people-want-open-and-independent-investigation-russia-scandal-and-including-impeachment
58,"Congress needs to address the House Resolution 30 introduced by Congressman Alcee Hastings. Dogs&amp;cats are sadistically and intentionally tortured everyday so they feel more fear&amp;pain because of the belief that it makes their ""meat"" tender,taste better&amp;gives men sexual stamina. A few ways include;thrown in boiling water,hung&amp;released repeatedly,blowtorched,skinned,electrocuted anally&amp;orally,feet cut off to prevent escape, throats sliced open.The entire time these victims are still alive to feel all of it. Most of them are pets stolen from loving families&amp;some are even found tortured to death still wearing collars.This is all being done in front of young children who grow up thinking itxs normal.This type of behavior goes beyond the realm of a normal human beingxs mind. IT HAS TO END!",1487224008,1489812408,2504531,True,True,Foreign Policy,Call on Congress to act on an issue,1487491647,1866,100000,98134,open,Congress needs to act on Congressman Alcee Hasting's House Resolution 30 condemning the yulin dog meat festival,petition,https://petitions.whitehouse.gov/petition/congress-needs-act-congressman-alcee-hastings-house-resolution-30-condemning-yulin-dog-meat-festival
59,"The economics of higher education are in crisis: tuitions are soaring,
with increases in college and school costs outpacing inflation students are exiting
college and graduate school more indebted than ever hastransformed student loans into the largest source of consumer indebtednessafter mortgages.  To make matters worse, all of this comes as the value of higher education is being called into question.  With returns sinking and tuitions, indebtedness, and defaults surging, the need for higher education financial reform is pressing. Students are unlikely to be able to repay, and § 523(a)(8) of the Bankruptcy Code exacerbates the effects of such burdensome debt by allowing private and federal student loans to be discharged only upon a showing of ""Undue Hardship."" Please sign this petition.",1486889638,1489478038,2501231,True,True,"Economy & Jobs, Education, Government & Regulatory Reform",Call on Congress to act on an issue,1487483969,559,100000,99441,open,Repeal 11 USC § 523(a)(8),petition,https://petitions.whitehouse.gov/petition/repeal-11-usc-ss-523a8
60,"The President violates the Title of Nobility Clause, as explained in Article I, Section 9 of the United States Constitution.

The clause states: No title of nobility shall be granted by the United States: and no person holding any office of profit or trust under them, shall, without the consent of the Congress, accept of any present, emolument, office, or title, of any kind whatever, from any king, prince, or foreign state.

Donald Trump has known financial ties with Russia, and owes hundreds of millions of dollars in debt to banks in foreign countries, such as China. The complicated business entanglements create a conflict of interest for national security issues. The American People deserve to see his tax returns. 

Donald Trump needs be Impeached as President of the United States",1486313759,1488905759,2493111,True,True,"Budget & Taxes, Civil Rights & Equality, Immigration",Call on Congress to act on an issue,1487481720,465,100000,99535,open,"Impeach: The President violates the Title of Nobility Clause, as explained in Article I, Section 9 of the Constitution.",petition,https://petitions.whitehouse.gov/petition/impeach-president-violates-title-nobility-clause-explained-article-i-section-9-constitution
61,"The Deeming regulations were instituted by the Food and Drug Administration without an act of congress and outside the purview of its powers under its original mandate.  These regulations are nothing more than an attempt to kill off an industry that has been painted as evil and simultaneously to pay some of the cost of the swelling bureaucracy of the FDA. Most importantly they are a violation of the personal freedom of those who chose to partake of cigars and pipes. 

I petition our president, if you are truly with the people and steadfast in your promise to cut regulation and protect the personal freedoms of the citizens of these united states you will take action against these unconstitutional regulations.",1486754050,1489342450,2499276,True,True,Government & Regulatory Reform,Change an existing Administration policy,1487478214,448,100000,99552,open,Prevent the FDA from taking further actions on the deeming regulations regarding pipes and cigars.,petition,https://petitions.whitehouse.gov/petition/prevent-fda-taking-further-actions-deeming-regulations-regarding-pipes-and-cigars
62,"On January 31st in an open session of the California State Senate, Senate Pro Tem Kevin De Leon admitted on the record that ""half my family would be eligible for deportation"". State Senator De Leon went on to state that illegally obtaining fraudulent documents and committing identity theft was both acceptable and ""what you need to survive, to work""
We ask that the U.S Congress and U.S. Attorney General open an investigation in to State Senator Kevin De Leon for both criminal malfeasance and aiding and abetting criminal activity.
Our leaders should not encourage and actively support illegal activity and MUST be held accountable when they fail to uphold the public trust or violate the law.
Here are De Leon's own words: https://www.youtube.com/watch?v=rUr8pYr5AXs",1487185603,1489774003,2503991,True,True,"Civil Rights & Equality, Government & Regulatory Reform, Immigration",Call on Congress to act on an issue,1487467004,4754,100000,95246,open,Ask U.S. Congress and US Attorney General to investigate CA Senate Pro Tem Kevin De Leon,petition,https://petitions.whitehouse.gov/petition/ask-us-congress-and-us-attorney-general-investigate-ca-senate-pro-tem-kevin-de-leon
63,Joy Villa  did a really brave thing wearing a make America great dress to the Grammys .  She did it out of love for our country and to try to unite our country again . I think President Trump should consider letting her sing for him .... MAGA,1487121309,1489709709,2503391,True,True,"Civil Rights & Equality, Innovation: Arts & Technology, Urban Policy",Take or explain a position on an issue or policy,1487453844,3861,100000,96139,open,Joy Villa to sing for President Trump wearing her Grammy Awards dress (Make America Great Again),petition,https://petitions.whitehouse.gov/petition/joy-villa-sing-president-trump-wearing-her-grammy-awards-dress-make-america-great-again
64,"In 2008 the Thrift Savings Plan (TSP) changed the policy concerning interfund transfers (IFTs) from unlimited trades to two trades, although allowing a final trade into the G Fund. This policy prevents government employees and military members from being in control of their own retirement account. 

This policy needs to be amended to allow 4 free IFTs per month, while always allowing a last free IFT into the G Fund. Additional IFTs (More than 4 IFTs) should be allowed for a fee commensurate with industry standards. 

Give back to government employees and military members control over their retirement account.  It is their money after all.",1487080563,1489668963,2502891,True,True,Government & Regulatory Reform,Propose a new Administration policy,1487442546,2409,100000,97591,open,Allow 4 free interfund transfers a month in the Thrift Savings Plan,petition,https://petitions.whitehouse.gov/petition/allow-4-free-interfund-transfers-month-thrift-savings-plan
65,"1 in 4 women will experience physical violence by an intimate partner in her lifetime according to the CDC. The incoming Trump administration wants to cut funding for Violence Against Women Act grants. Funding for domestic violence programs are already significantly insufficient. An annual census conducted by the National Network to End Domestic Violence found that there were 12,000 inquiries for domestic violence services that could not be fulfilled due to a lack of resources. These resources include helping victims attain safe shelter, legal services, transportation assistance, and child care. Further reducing access to VAWA grants will lead to poorer outcomes for survivors, including increased fatalities. Please stand with protecting the women of our country.",1485188170,1487780170,2453171,True,False,"Budget & Taxes, Civil Rights & Equality, Criminal Justice Reform",Change an existing Administration policy,1487438171,177,100000,99823,closed,DO NOT CUT VIOLENCE AGAINST WOMEN ACT FUNDING,petition,https://petitions.whitehouse.gov/petition/do-not-cut-violence-against-women-act-funding
66,"Hospitals/physicians are not required to report food allergy statistics into any state and/or government database.  Therefore, it is dangerous and irresponsible for any person, physician, or organization to declare that specific food allergies are rare; e.g., corn.  As a result, my state FDA representative encouraged me to track the statistics of one (of many) corn allergy groups as a ""sample population.""  The following month-end corn allergy growth statistics of this selected group are indicative of an emerging corn allergy crisis.

January, 2017, Corn Allergy Statistics:
 In one corn allergy group of 5,543 members (60+ of whom are anaphylactic to corn requiring the use of EpiPens), there has been a 454.3% increase in corn allergies in the last 43 mos.",1486951081,1489539481,2501866,True,True,"Civil Rights & Equality, Government & Regulatory Reform, Health Care",Call on Congress to act on an issue,1487435418,184,100000,99816,open,Urgent Appeal to Congress to Declare Corn an Official Allergen,petition,https://petitions.whitehouse.gov/petition/urgent-appeal-congress-declare-corn-official-allergen
67,"It effects the constitutional rights of all legal gun owners in the state of New Jersey. The state of New Jersey has banned the following items. Magazines based on capacity, barrels based on length nothing shorter then 16 inches shotguns are 18 inches, stocks and furniture that fold, telescope or underfold. Bayonet lugs, pistol grips for semi auto shotguns. Muzzle devices such as compensators, flash hiders, silencers, and the list of ""scary items"" goes on and on. The state of New Jersey has also made it impossible for legal gun owners to obtain a concealed carry permit based on the very brash terminology ""justifiably need"" the state does not consider the people's right to defend themselves or family or home important enough to require a ccw, which is a violation of the 2nd ammendment",1486774520,1489362920,2499621,True,True,"Civil Rights & Equality, Government & Regulatory Reform, Veterans & Military",Call on Congress to act on an issue,1487433053,590,100000,99410,open,"Repeal all unconstitutional gun laws in the state of New Jersey. Laws banning mag capacity, stocks, barrel length etc",petition,https://petitions.whitehouse.gov/petition/repeal-all-unconstitutional-gun-laws-state-new-jersey-laws-banning-mag-capacity-stocks-barrel-length-etc
68,"President Obama made the decision to tear down all inactive oil and gas platforms in the gulf of mexico immediately with an executive order titled &quot;idle iron.&quot; This was an ignorant and uninformed decision. This single executive order has destroyed almost 1/3 of the greatest artificial reef system ever created, and threatens to destroy 100% of all the man made reef systems in the gulf.  Hundreds of thousands of fish and marine animals have been wastefully killed during this process and eventually this entire gulf ecosystem will be destroyed due to this one executive order. Coral reefs that provide habitat for marine fish and animals are blown up and removed from the gulf every year due a falsely perceived environmental threat. Please support this petition to end idle iron.",1486778125,1489366525,2499691,True,True,"Energy & Environment, Government & Regulatory Reform",Change an existing Administration policy,1487432590,255,100000,99745,open,"Hault the exective ordered destruction of marine habitat by ending ""Idle Iron""",petition,https://petitions.whitehouse.gov/petition/hault-exective-ordered-destruction-marine-habitat-ending-idle-iron
69,"In order to ensure the legitimate interests of PR and the US, Congress should recognize PR as a sovereign nation. Consistent with article IV, section 3 of the Constitution, only Congress has the power to dispose of and make all needful rules and regulations respecting PR. PRxs territorial condition constitutes an unsustainable status of political subordination which contradicts the principles of american democracy. Annexation of PR as a State would be detrimental to both PR and the US, not to mention congress has not shown interest in annexing PR. A majority of the voters rejected the continuation of territorial status in the referendum on the political status of PR held in PR on 2012. We the people,therefore, ask the presidency to urge congress to start the process of independence for PR.",1486922909,1489511309,2501481,True,True,"Civil Rights & Equality, Foreign Policy",Call on Congress to act on an issue,1487412064,370,100000,99630,open,To recognize Puerto Ricoxs sovereign nationhood under independence and provide for a transition process.,petition,https://petitions.whitehouse.gov/petition/recognize-puerto-ricos-sovereign-nationhood-under-independence-and-provide-transition-process
70,"Please repeal  Executive Order 13661, which banned the importation of very common sporting rifles into the United States from Russia.",1486946783,1489535183,2501826,True,True,"Civil Rights & Equality, Foreign Policy, Government & Regulatory Reform",Change an existing Administration policy,1487410104,6469,100000,93531,open,"Repeal the Russian Arms Importation Ban 
(Executive Order 13661)",petition,https://petitions.whitehouse.gov/petition/repeal-russian-arms-importation-ban-executive-order-13661
71,"Ambassador Baily is clearly meddling and imposing his self interests in the internal politics of My country, and also he personally is responsible for inadequate outsourcing the US tax payers money trough the USAID funds and he in 99% of the time is putting the money in hands of George Soros NGO's disregarding basic democratic tendencies and rights.",1485946955,1488538955,2486781,True,True,"Budget & Taxes, Civil Rights & Equality, Foreign Policy",Propose a new Administration policy,1487392594,175,100000,99825,open,"Remove from office Jess L. Baily, United States Ambassador to the Republic of Macedonia",petition,https://petitions.whitehouse.gov/petition/remove-office-jess-l-baily-united-states-ambassador-republic-macedonia
72,"It is an unconstitutional ban and hurts nobody but law abiding citizens who maintain proper care of their firearms. Nationally, xassault weaponsx were used in 1.4% of crimes involving firearms and 0.25% of all violent crime before the enactment of any national or state xassault weaponsx ban. In the first 7 years since the 1994 federal ban was lifted, murders declined 43%, violent crime 43%, rapes 27% and robberies 49%. Lifting this unconstitutional ban will make people safer, and further protect our 2nd Amendment rights as law abiding citizens of the United States of America.",1486792441,1489380841,2499981,True,True,"Government & Regulatory Reform, Homeland Security & Defense, Veterans & Military",Call on Congress to act on an issue,1487378965,682,100000,99318,open,"Repeal the unconstitutional  ""assault rifle"" ban in Massachusetts by AG Maura Healy, a violation of the 2nd Amendment",petition,https://petitions.whitehouse.gov/petition/repeal-unconstitutional-assault-rifle-ban-massachusetts-ag-maura-healy-violation-2nd-amendment
73,"Remove the 2nd amendment restrictive executive orders of George HW Bush in 1989, Bill Clinton in 1998 and Barack Obama. Modernize the sporting purpose to include modern firearms and ammunition for purposes such as 3 gun competitions. Force the removal of the ban on popular ammunition such as 5.45x39 7n6 that the ATF declared to be armor piercing after 10 years of sale on the market. While halting any further attempt to ban a similarly designed ammunition used by the US military and US shooters everywhere, 5.56x45 m855. All of these orders and actions are designed to gut and elevate the cost of the freedoms enjoyed by shooters, collectors and people just seeking to enjoy their right.",1485636127,1488228127,2477061,True,False,"Civil Rights & Equality, Government & Regulatory Reform, Technology & Innovation",Change an existing Administration policy,1487374814,333,100000,99667,closed,"Remove 2nd Amendment EO's, modernize the sporting purpose and remove ATF determination on 7N6 ammunition.",petition,https://petitions.whitehouse.gov/petition/remove-2nd-amendment-eos-modernize-sporting-purpose-and-remove-atf-determination-7n6-ammunition
74,"Facebook has a long history of violating the free speech of conservatives, putting them in ""Facebook Jail"" for the smallest of perceived violations, while leftists are allowed free reign to post anything they wish, including threats of assassination of political figures, police, murder of conservative, pornography, graphic depictions of violence, and they regularly discriminate against Christians, yet not those of other belief systems.
We the People ask for a House Committee to investigate these violations and apply necessary sanctions or fines upon Facebook to ensure free speech for all, not just Mark Zuckerberg's minions.",1486768578,1489356978,2499511,True,True,Civil Rights & Equality,Call on Congress to act on an issue,1487373892,416,100000,99584,open,INVESTIGATE FACEBOOK FOR CIVIL RIGHTS VIOLATIONS OF CONSERVATIVE AMERICANS,petition,https://petitions.whitehouse.gov/petition/investigate-facebook-civil-rights-violations-conservative-americans
75,"Secretary of State Clinton was in direct violation of the agreement between her and the United States of American outlined on the Standard Form 312, section 4. She sent classified information outside of a server with the classification needed to keep the information she was sending secure. Her actions have created a major security violation and could potentially be used by enemies of the state. This petition is being used to reverse the FBI decision and have HRC charged with all of the aforementioned charges, along with any others that are outlined in the SF 312. (edit) She has also due to recent reports intentionally used the unsecure server as a scapegoat for blaming The Nation of Russia for the hacking of her private server, when such server was not encrypted from potential hacking.",1485280320,1487872320,2458476,True,False,"Criminal Justice Reform, Foreign Policy, Homeland Security & Defense",Tell us what the federal government is doing about an issue,1487368277,248,100000,99752,closed,"Charge Hillary Rodham Clinton Pursuant to 18 U.S.C 641, 793, 794, 798, 952, and 1924",petition,https://petitions.whitehouse.gov/petition/charge-hillary-rodham-clinton-pursuant-18-usc-641-793-794-798-952-and-1924
76,"Kellyanne Conway is deceitful, dishonest, incompetent, unethical, and does a great disservice to the President, the White House, the country and the American People therefore should be fired.

She has clearly demonstrated that she is doing more harm than good to our nation. She has invented ""Alternative Facts."" Made up the ""Bowling Green Massacre"" which never happened. She promoted her lie in public not once but 3 times. And mostly recently she broke the law by promoting Ivanka Trump's clothing line on national TV. By signing this petition, you are agreeing that she should be fired and replaced by someone who is more qualified, honest, with credibility and upstanding character to represent the President, the White House, We The People and the reputation of the USA. The world is watching.",1486709537,1489301537,2498716,True,True,Government & Regulatory Reform,Propose a new Administration policy,1487365662,1116,100000,98884,open,Kellyanne Conway Should Be Fired And Replaced Immediately.,petition,https://petitions.whitehouse.gov/petition/kellyanne-conway-should-be-fired-and-replaced-immediately
77,"The President of the United States, Donald J. Trump is very smart. He is also very dedicated to the security of the country. He also believes the appeals court was wrong to stay his executive order on immigration from seven Muslim-majority countries. He intends to have it argued before the Supreme Court. 

In the name of security, We The People, ask that Donald J. Trump forgo the use of lawyers and represent his executive order pro se, arguing before the Supreme Court on his own behalf so that American security can benefit from the maximum smartness.",1486700918,1489292918,2498576,True,True,"Homeland Security & Defense, Immigration",Propose a new Administration policy,1487359341,169,100000,99831,open,Make the President of the United States Represent His Executive Order on Immigration Pro Se Before the Supreme Court,petition,https://petitions.whitehouse.gov/petition/make-president-united-states-represent-his-executive-order-immigration-pro-se-supreme-court
78,Russia's unprecedented actions interfering with our 2016 presidential elections should cause alarm for all Americans. The White House must maintain the sanctions ordered by President Obama in December 2016 as well as significantly increase them. The United States must send a clear message to the world that we will not tolerate foreign interference in our sacred democratic process.,1485022817,1487614817,2442866,True,False,"Civil Rights & Equality, Foreign Policy, Government & Regulatory Reform",Propose a new Administration policy,1487335067,174,100000,99826,closed,Maintain and Expand Sanctions Against Russia.,petition,https://petitions.whitehouse.gov/petition/maintain-and-expand-sanctions-against-russia
79,"Civil forfeiture allows police to seize x and then keep or sell x any property they allege is involved in a crime. Owners need not ever be arrested or convicted of a crime for their cash, cars, or even real estate to be taken away permanently by the government.

Forfeiture was originally presented as a way to cripple large-scale criminal enterprises by diverting their resources. But today, aided by deeply flawed federal and state laws, many police departments use forfeiture to benefit their bottom lines, making seizures motivated by profit rather than crime-fighting.",1486723096,1489311496,2498766,True,True,"Civil Rights & Equality, Criminal Justice Reform",Propose a new Administration policy,1487282963,2855,100000,97145,open,End Civil Asset Forfeiture - a form of state sponsored theft that violates citizens due process rights.,petition,https://petitions.whitehouse.gov/petition/end-civil-asset-forfeiture-form-state-sponsored-theft-violates-citizens-due-process-rights
80,"Unnecessary and unscientific regulation of biotechnology in this country has harmed farmers, innovation, and small businesses. Wexve seen large corporations pull back on bringing products to market because of the countless millions of dollars they need to spend to cut through all of the bureaucracy, while innovative foods like allergen free peanuts and drought-resistant wheat are either delayed or never reach the marketplace. 

Many nations of the world rely on us for food aid but we could save billions if they could grow more of their own genetically engineered seeds rather than relying on the U.S. for aid. 

The United States was a beacon of hope for biotech innovation in the 1980s so letxs deregulate the use of genetic engineering as a breeding method and restore that hope!",1485874864,1488466864,2485266,True,False,"Government & Regulatory Reform, Rural Policy, Technology & Innovation",Change an existing Administration policy,1487281129,225,100000,99775,closed,Deregulate bioengineered crops,petition,https://petitions.whitehouse.gov/petition/deregulate-bioengineered-crops
81,Communities in Northern California have historically felt as if their right to equal representation has been withheld. The culture and political climate of North and South California are too different for them to be considered the same people and represented as such. Please help us reach our goal of establishing a more fair and accurate republic for our citizens.,1486589182,1489181182,2496666,True,True,Government & Regulatory Reform,Call on Congress to act on an issue,1487225504,1255,100000,98745,open,Consider the proposal for the State of Jefferson to be given sovereignty in the Union.,petition,https://petitions.whitehouse.gov/petition/consider-proposal-state-jefferson-be-given-sovereignty-union
82,"5 to 7 days treatment is set up for failure it is not curing or helping anyone who suffers addiction. The small term treatment  is a revolving door it also does not help anyone  Who suffers a  mental illness or addiction at all levels .  When They leave the facility they are withdrawing from the medications they use to  taper you off the street drugs. Setting people with addiction up for failure it&#039;s costing us many lifes it is also a waste of millions of dollars.  The  procedures and protocols also are Out dated in the US.  The death toll has risen in the past 10 years and is growing out of control.
 People suffer a mental illness or addiction have no chances to overcome. We need 30 days treatment for state insurance and free care. Across the United States Immediately.",1486588915,1489180915,2496656,True,True,Health Care,Call on Congress to act on an issue,1487184101,438,100000,99562,open,5 to7 days treatment is a proven failure. We need this treatment to be started at 30 days. For all who suffer addiction.,petition,https://petitions.whitehouse.gov/petition/5-to7-days-treatment-proven-failure-we-need-treatment-be-started-30-days-all-who-suffer-addiction
83,"Since the US Dept. of Education was created in 1979 under President Carter, against the will of the American people, we have spent more money on education with no increase in academic achievement.  Education in the US pre-1965 was the best in the world.  And it held that position for decades.  Once the federal government started interfering we started to experience a downgrade in our top academic place in the world.  President Reagan was elected on his promise to abolish the department but he was misled and trusted the wrong people and his promise was never realized.  The time is right for us to shut down the department and return American education to the control of Local Education Areas and parents.  PLEASE show your support for HR899 and sign this petition.",1486569450,1489161450,2496286,True,True,"Budget & Taxes, Education, Government & Regulatory Reform",Call on Congress to act on an issue,1487182117,558,100000,99442,open,Support Representative Thomas Massie's bill (HR899) to end the US Department of Education,petition,https://petitions.whitehouse.gov/petition/support-representative-thomas-massies-bill-hr899-end-us-department-education
84,"We are American citizens &amp; voters.   We were dismayed by Defense Secretary Jim Mattis' statement in Japan on February 3, 2017.  His statement defending Japanxs illegal claim on the Diaoyutai islands  is totally wrong.  We are asking you to correct this wrongful policy right away.  We donxt want to waste our taxpayersx money to defend Japanxs illegal claim.  
Diaoyutai islands have belonged to China for more than six hundred years.  The United States illegally handed the islands to Japan in 1972.  Japan illegally claims the territory.  The islands are located 70 kilometers away from China &amp; more than 1,807 kilometers from Japan.  As the old saying goes: two wrongs do not make a right.  The same rationale applies here: Two illegal acts do not make it legal.  Please correct the policy. Thanks",1486343827,1488935827,2493581,True,True,Foreign Policy,Change an existing Administration policy,1487177540,2691,100000,97309,open,"Diaoyutai  islands have belonged to China, not Japan.  Please correct the policy.",petition,https://petitions.whitehouse.gov/petition/diaoyutai-islands-have-belonged-china-not-japan-please-correct-policy
85,"President Trump has made extensive use of twitter during his Presidency in disturbing ways.  His tweets have at times been embarrassing to the country, and unbecoming the office of President of the United States.  He has used the government&#039;s official @potus account to lobby for business interests.  He has at times insulted officials of the federal government.

Most disturbing of all is the fact that the President&#039;s social media addiction has distracted him from performing important official duties, such as monitoring important military actions he ordered, or attending daily intelligence briefings.  For the sake of national security, the President should be prevented from using (directly or indirectly) social media during the remainder of his term.",1486588907,1489180907,2496651,True,True,"Foreign Policy, Homeland Security & Defense, Technology & Innovation",Propose a new Administration policy,1487163723,21773,100000,78227,open,Confiscate all social media accounts of President Donald Trump and prohibit further use.,petition,https://petitions.whitehouse.gov/petition/confiscate-all-social-media-accounts-president-donald-trump-and-prohibit-further-use
