,body,created,deadline,id,isPublic,isSignable,issues,petition_type,reachedPublic,signatureCount,signatureThreshold,signaturesNeeded,status,title,type,url
248,"We are aware that Department of Education (DOE) has revoked the Accrediting Council for Independent Colleges and Schools' (ACICS) accreditation power. But DOE did not consider the immediate harm done to existing international students.

DOE should provide alternatives to existing students, which they failed to provide. Our goal is to achieve some allowance for international students. I am a current student in one of the universities which lost accreditation due to ACICS shut down.

The withdrawal of recognition for ACICS, on 12/12/2016, has impacted the international student community on an immediate basis. More than 16,000 international students have been adversely affected by this decision.",1485059277,1487651277,2445881,True,False,"Education, Immigration",Propose a new Administration policy,1485357816,2115,100000,97885,closed,Demand justice for international students affected by ACICS' loss of accreditation power,petition,https://petitions.whitehouse.gov/petition/demand-justice-international-students-affected-acics-loss-accreditation-power
249,"The broad scientific consensus is that climate change is real and that human action is a significant contributing factor.

As an industrial nation, as one of the major contributors to greenhouse gas emissions, and as a leading academic and scientific center, it is incumbent upon the United States to take vigorous and proactive steps to understand the nature of climate change and to mitigate the effects on the planet. The president must display leadership and champion effective action before it is too late. Nature does not negotiate or give extensions.

Please immediately restore information on climate change to the White House website and take strong action to show that the US will be a leader in addressing this global issue.",1485041664,1487633664,2444346,True,False,"Energy & Environment, Homeland Security & Defense, Technology & Innovation",Change an existing Administration policy,1485340759,39466,100000,60534,closed,"Restore and maintain accurate, science-based information on climate change to the White House website.",petition,https://petitions.whitehouse.gov/petition/restore-and-maintain-accurate-science-based-information-climate-change-white-house-website
250,"On January 21, 2017, Madonna was participating in a woman's march in D.C.. During her time there she had threatened to blow up the White House. Given her status as a so-called Icon to other Americans, her dangerous and violent rhetoric towards democracy can influence thousands of other Americans to commit acts of terrorism towards our country. She should be arrested, detained and charged under the anti-terror Bill C-51 for promoting terror in our Nation and be made an example of. This goes way beyond freedom of speech. Please do let let threats like these go unchecked. They are only mad because their candidate lost the election. Democracy is at risk. Please sign. Thank You.",1485032375,1487624375,2443571,True,False,"Civil Rights & Equality, Government & Regulatory Reform, Homeland Security & Defense",Tell us what the federal government is doing about an issue,1485290281,4873,100000,95127,closed,Arrest and detainment of singer Madonna.,petition,https://petitions.whitehouse.gov/petition/arrest-and-detainment-singer-madonna
251,"George Soros is a menace to the free world and stands in the way of making America great again. He is guilty of the following crimes:

1) Financially supports open sedition in major American cities resulting in millions of dollars of property damage as well as loss of life.

2) Attempts to manipulate democratic elections by donating millions of dollars to his preferred candidates.

3) Seeks to curtail American sovereignty. In his own words: ""The main obstacle to a stable and just world order is the United States ... Changing [the] attitude and policies of the United States remains my top priority."" 

4) Is a currency manipulator. Soros initiated a British financial crisis by dumping 10 billion sterling, forcing the devaluation of the currency and gaining a billion-dollar profit.",1485014605,1487606605,2442081,True,False,Criminal Justice Reform,Propose a new Administration policy,1485269026,58657,100000,41343,closed,Issue an International Arrest Warrant for George Soros,petition,https://petitions.whitehouse.gov/petition/issue-international-arrest-warrant-george-soros
252,"Improved Medicare for all is the only health reform option that will cover everyone and control rising health spending - including skyrocketing drug prices  - making the Medicare program sustainable for generations to come.  Single payer saves over $500 billion annually on wasteful private insurance bureaucracy, enough to cover all the uninsured and to eliminate copayments and deductibles.  The majority of Americans and physicians support a national health insurance program like Improved Medicare for All.  Single payer eliminates the threat of medical bankruptcy, ends insurer interference in the doctor-patient relationship, and saves tens of thousands of lives and billions of dollars per year.  More information, fact sheets and links on why we need #single payer are at www.pnhp.org.",1484938578,1487530578,2434906,True,False,Health Care,Call on Congress to act on an issue,1485261989,9700,100000,90300,closed,Improved Medicare for All,petition,https://petitions.whitehouse.gov/petition/improved-medicare-all
253,This Net Worth Sweep which was set up on Fannie Mae and Freddie Mac has accomplished what it was setup to do and now it is time to be abolished.  The taxpayers have been paid back and the investors large and small should now be valued.,1484977865,1487569865,2440311,True,False,Government & Regulatory Reform,Change an existing Administration policy,1485234393,1179,100000,98821,closed,Immediately abolish the Net Worth Sweep of Fannie Mae(FNMA) and Freddie Mac(FMCC).,petition,https://petitions.whitehouse.gov/petition/immediately-abolish-net-worth-sweep-fannie-maefnma-and-freddie-macfmcc
254,"We the decent Venezuelan people we need the support from President Donald Trump to help recoup Venezuela back to decency and to be again a democratic and sovereign country.
We need the help of the government and the people of the United States to rid Venezuela from:
1.- Narco-Trafficking, coming from the top of the presidential family 
2.-The Castroxs Regime control of Venezuela at the highest level of military, economy and politics 
3.- The terrorism threat represented by the new designated VP Tareck El Aissaimi  head of Hezbollah in Venezuela and facilitator providing Venezuelan passports to recognized Arab terrorists
The solution is not that everybody emigrate to the U.S. The solution is to get rid of the opprobrious Venezuelan regime and to have a sovereign country.  God Bless America",1485010696,1487602696,2441801,True,False,"Foreign Policy, Homeland Security & Defense",Take or explain a position on an issue or policy,1485228167,1513,100000,98487,closed,"We the decent Venezuelan people ask President Donald Trump to help recoup Venezuela's sovereignty, liberty and democracy",petition,https://petitions.whitehouse.gov/petition/we-decent-venezuelan-people-ask-president-donald-trump-help-recoup-venezuelas-sovereignty-liberty-and-democracy
255,"Over the last couple years, the military has downsized. When it does this, it offers separation packages, aka money to help those who are leaving transition to their new civilian life. I received one of these packages, and was told to go to the VA hospital if I needed future medical care. I did, and was diagnosed as 70% disabled. But due to an outdated law I was told 100% of my disability payments would be recouped until I repaid my separation package. This caused a severe financial strain and almost resulted in suicide. Thousands of service members are facing this recoupment and until congress changes the law they will continue to get disability payments recouped until they re-pay severance. This is wrong on so many levels and isn't even being briefed before service members leave service.",1485022300,1487614300,2442806,True,False,Veterans & Military,Call on Congress to act on an issue,1485197077,5574,100000,94426,closed,Change the law putting a financial strain on many disabled veterans,petition,https://petitions.whitehouse.gov/petition/change-law-putting-financial-strain-many-disabled-veterans
256,"The international economy is undergoing a revolution: nations are boosting their economies while reducing their pollution.

U.S. trade partners and economic competitors are finding clean energy (solar, wind) and energy efficiency to be strongly boosting their economies and increasing competitiveness while leading to cleaner air and water for their people.  China has recently announced plans to invest $350 billion (BILLION) in clean energy while creating 13 million jobs by 2020.  

With each passing day, clean energy options are becoming less expensive and increasingly (far) lower cost than traditional, polluting fossil-fuel energy options. 

The Trump Administration can fulfill its pledge to protect air/water, create jobs, and boost the economy through serious climate action.",1484939572,1487531572,2435006,True,False,"Economy & Jobs, Energy & Environment, Technology & Innovation",Take or explain a position on an issue or policy,1485188273,22608,100000,77392,closed,Boost the American Economy through Climate Action,petition,https://petitions.whitehouse.gov/petition/boost-american-economy-through-climate-action
257,"Recent reports suggest President Donald Trump plans to defund the National Endowment for the Arts and the National Endowment for the Humanities. Without the NEA and NEH, artists and educators could be left without crucial government grants for their projects. Everything from orchestral performances to music enrichment programs in public schools would be negatively impacted.

Funding for the national endowments are a minuscule portion -- 0.004% (!) -- of the nearly $4 trillion federal budget. In 2016, the NEA and NEH each received $148 million in funding.

We ask President Trump to support the arts by not defunding the NEA and NEH.",1485017742,1487609742,2442306,True,True,"Budget & Taxes, Education, Innovation: Arts & Technology",Change an existing Administration policy,1485151289,108844,100000,0,pending response,Do not defund the NEA or NEH,petition,https://petitions.whitehouse.gov/petition/do-not-defund-nea-or-neh-0
258,"Within hours of the peaceful transition of power, the Trump administration removed Civil Rights, Climate Change, and LGBT Rights from the whitehouse.gov menu bar. We demand that the incoming administration prioritizes the rights of all Americans and our climate by re-enacting policies that address all of the aforementioned issues. 

Sign this petition to make your voice be heard. We the people will not allow ourselves to be erased.",1484944815,1487536815,2435786,True,False,"Civil Rights & Equality, Energy & Environment",Propose a new Administration policy,1485076383,75433,100000,24567,closed,"Demand Trump administration add LGBT rights, climate change, and civil rights back to list of issues on wh.gov site",petition,https://petitions.whitehouse.gov/petition/demand-trump-administration-add-lgbt-rights-climate-change-and-civil-rights-back-list-issues-whgov-site
